input,actual_output,expected_output,metric_name,score,threshold,success,reason,evaluation_model,evaluation_cost
Jakie są wydarzenia związane z indywidualnym zwiedzaniem wystaw historycznych w Warszawie w czerwcu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Indywidualne zwiedzanie Izby Tożsamości Ursusa

	Date:  Tuesday, June 03, 2025 at 10:00 AM

	End Date: Monday, June 30, 2025 at 06:30 PM

	Price: Zwiedzanie indywidualne bezpłatne, lekcje historyczne dla dzieci i młodzieży odpłatne.

	Location:  Dom Kultury „Portiernia”, Traktorzystów 20

	Brief Summary: Wystawa w Domu Kultury „Portiernia” w Ursusie przybliża historię dzielnicy, dostępna od 3 do 30 czerwca 2025. Zwiedzanie indywidualne jest bezpłatne i nie wymaga rejestracji.

	More details can be found here: https://ursus.um.warszawa.pl/-/indywidualne-zwiedzanie-izby-tozsamosci-ursusa-1

Why this is a good match:
Wydarzenie spełnia wszystkie kluczowe kryteria użytkownika: tematykę (wystawa historyczna), lokalizację (Warszawa), datę (czerwiec 2025) oraz typ wydarzenia (indywidualne zwiedzanie).","Title: Indywidualne zwiedzanie Izby Tożsamości Ursusa
Date: 03.06.2025 10:00 - 30.06.2025 18:30
Location: Dom Kultury „Portiernia”, Traktorzystów 20, 02-495 Warszawa",Faithfulness,0.6666666666666666,0.6,True,"The score is 0.67 because the actual output incorrectly names the event as 'Indywidualne zwiedzanie Izby Tożsamości Ursusa' which is not supported by the retrieval context, and it inaccurately includes 'Ursus' as part of the event location, whereas the context only specifies the address as Traktorzystów 20, 02-495 Warszawa without mentioning Ursus.",gpt-4.1-mini,0
Szkolenie LinkedIn dla menedżerów w Warszawie w 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  LinkedIn dla zaawansowanych – budowa marki osobistej oraz pozyskiwanie leadów sprzedażowych na poziomie menedżerskim

	Date:  Thursday, July 10, 2025 at 05:30 PM

	End Date: Thursday, July 10, 2025 at 08:00 PM

	Price: Brak informacji o cenie, wymagana rejestracja. Liczba miejsc ograniczona.

	Location:  UD Ursynów, sala 136, al. KEN 61

	Brief Summary: Szkolenie dla zaawansowanych użytkowników LinkedIn, skupiające się na budowie marki osobistej i pozyskiwaniu leadów sprzedażowych na poziomie menedżerskim, odbędzie się 10 lipca 2025 w Urzędzie Dzielnicy Ursynów.

	More details can be found here: https://ursynow.um.warszawa.pl/-/linkedin-dla-zaawansowanych-budowa-marki-osobistej-oraz-pozyskiwanie-leadow-sprzedazowych-na-poziomie-menedzerskim-1

Why this is a good match:
Wszystkie kluczowe kryteria (temat, lokalizacja, data, typ wydarzenia) są spełnione, co czyni to wydarzenie bardzo dobrym dopasowaniem do wymagań użytkownika.","Title: LinkedIn dla zaawansowanych – budowa marki osobistej oraz pozyskiwanie leadów sprzedażowych na poziomie menedżerskim+
Date: 10.07.2025 17:30 - 10.07.2025 20:00
Location: UrsynLab Przedsiębiorczy Ursynów, Al. KEN 61, I piętro, sala 136, Warszawa",Factual Correctness [GEval],0.6622459324198198,0.5,True,"The actual output title matches the expected title exactly, fulfilling the first criterion. The date matches in terms of day and time but differs in format, which is acceptable. The location includes key elements such as 'al. KEN 61' and 'sala 136' and mentions 'UD Ursynów,' which is a slight variation from 'UrsynLab Przedsiębiorczy Ursynów' but still indicates the same general area. However, the actual output lacks some specific location details like 'I piętro' and 'Warszawa,' leading to partial but not full alignment.",gpt-4.1-mini,0
Szkolenie LinkedIn dla menedżerów w Warszawie w 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  LinkedIn dla zaawansowanych – budowa marki osobistej oraz pozyskiwanie leadów sprzedażowych na poziomie menedżerskim

	Date:  Thursday, July 10, 2025 at 05:30 PM

	End Date: Thursday, July 10, 2025 at 08:00 PM

	Price: Brak informacji o cenie, wymagana rejestracja. Liczba miejsc ograniczona.

	Location:  UD Ursynów, sala 136, al. KEN 61

	Brief Summary: Szkolenie dla zaawansowanych użytkowników LinkedIn, skupiające się na budowie marki osobistej i pozyskiwaniu leadów sprzedażowych na poziomie menedżerskim, odbędzie się 10 lipca 2025 w Urzędzie Dzielnicy Ursynów.

	More details can be found here: https://ursynow.um.warszawa.pl/-/linkedin-dla-zaawansowanych-budowa-marki-osobistej-oraz-pozyskiwanie-leadow-sprzedazowych-na-poziomie-menedzerskim-1

Why this is a good match:
Wszystkie kluczowe kryteria (temat, lokalizacja, data, typ wydarzenia) są spełnione, co czyni to wydarzenie bardzo dobrym dopasowaniem do wymagań użytkownika.","Title: LinkedIn dla zaawansowanych – budowa marki osobistej oraz pozyskiwanie leadów sprzedażowych na poziomie menedżerskim+
Date: 10.07.2025 17:30 - 10.07.2025 20:00
Location: UrsynLab Przedsiębiorczy Ursynów, Al. KEN 61, I piętro, sala 136, Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response is fully relevant to the input, addressing the LinkedIn training for managers in Warsaw in 2025 without any irrelevant information. It cannot be higher as 1.00 is the maximum score, reflecting perfect relevancy.",gpt-4.1-mini,0
Szkolenie LinkedIn dla menedżerów w Warszawie w 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  LinkedIn dla zaawansowanych – budowa marki osobistej oraz pozyskiwanie leadów sprzedażowych na poziomie menedżerskim

	Date:  Thursday, July 10, 2025 at 05:30 PM

	End Date: Thursday, July 10, 2025 at 08:00 PM

	Price: Brak informacji o cenie, wymagana rejestracja. Liczba miejsc ograniczona.

	Location:  UD Ursynów, sala 136, al. KEN 61

	Brief Summary: Szkolenie dla zaawansowanych użytkowników LinkedIn, skupiające się na budowie marki osobistej i pozyskiwaniu leadów sprzedażowych na poziomie menedżerskim, odbędzie się 10 lipca 2025 w Urzędzie Dzielnicy Ursynów.

	More details can be found here: https://ursynow.um.warszawa.pl/-/linkedin-dla-zaawansowanych-budowa-marki-osobistej-oraz-pozyskiwanie-leadow-sprzedazowych-na-poziomie-menedzerskim-1

Why this is a good match:
Wszystkie kluczowe kryteria (temat, lokalizacja, data, typ wydarzenia) są spełnione, co czyni to wydarzenie bardzo dobrym dopasowaniem do wymagań użytkownika.","Title: LinkedIn dla zaawansowanych – budowa marki osobistej oraz pozyskiwanie leadów sprzedażowych na poziomie menedżerskim+
Date: 10.07.2025 17:30 - 10.07.2025 20:00
Location: UrsynLab Przedsiębiorczy Ursynów, Al. KEN 61, I piętro, sala 136, Warszawa",Faithfulness,0.5714285714285714,0.6,False,"The score is 0.57 because the actual output incorrectly states the event location as 'UD Ursynów' and the Ursynów District Office, while the retrieval context specifies 'UrsynLab Przedsiębiorczy Ursynów' at Al. KEN 61, I piętro, sala 136. Additionally, the output claims no information about price or registration, but the context clearly states the training is free and does not mention registration or limited places.",gpt-4.1-mini,0
Jakie są wydarzenia z zajęciami z książkami i zabawami dla dzieci w Warszawie w sierpniu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Mini Disco dla dzieci

	Date:  Saturday, August 30, 2025 at 05:00 PM

	End Date: Saturday, August 30, 2025 at 08:00 PM

	Price: Wstęp wolny

	Location:  Skwer Sportów Miejskich przy ul. Pełczyńskiego 22H

	Brief Summary: Mini Disco dla dzieci na Bemowie to muzyczna zabawa z tańcami, animacjami i atrakcjami dla najmłodszych, odbywająca się 30 sierpnia 2025 roku.

	More details can be found here: https://bemowo.um.warszawa.pl/-/mini-disco-dla-dzieci

Why this is a good match:
Wydarzenie spełnia większość wymagań użytkownika: jest w Warszawie, w sierpniu 2025, dotyczy zabaw dla dzieci, co jest głównym kryterium. Brak bezpośrednich zajęć z książkami jest drobnym odstępstwem, ale wydarzenie jest nadal bardzo odpowiednie dla użytkownika.","Title: Wesołe spotkania z książką w EKOparku
Date: 06.08.2025 16:30 - 06.08.2025 18:30, 13.08.2025 16:30 - 13.08.2025 18:30, 20.08.2025 16:30 - 20.08.2025 18:30, 27.08.2025 16:30 - 27.08.2025 18:30
Location: Biblioteka Publiczna - Filia ""Gołąbki"", Czerwona Droga 6, 02-495 Warszawa",Factual Correctness [GEval],0.0,0.5,False,"The actual output's event title does not contain or relate to the expected title, the event dates differ completely with no overlap, and the location in the actual output is a different venue in Warsaw than the expected library branch, failing all three key detail checks.",gpt-4.1-mini,0
Jakie są wydarzenia z zajęciami z książkami i zabawami dla dzieci w Warszawie w sierpniu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Mini Disco dla dzieci

	Date:  Saturday, August 30, 2025 at 05:00 PM

	End Date: Saturday, August 30, 2025 at 08:00 PM

	Price: Wstęp wolny

	Location:  Skwer Sportów Miejskich przy ul. Pełczyńskiego 22H

	Brief Summary: Mini Disco dla dzieci na Bemowie to muzyczna zabawa z tańcami, animacjami i atrakcjami dla najmłodszych, odbywająca się 30 sierpnia 2025 roku.

	More details can be found here: https://bemowo.um.warszawa.pl/-/mini-disco-dla-dzieci

Why this is a good match:
Wydarzenie spełnia większość wymagań użytkownika: jest w Warszawie, w sierpniu 2025, dotyczy zabaw dla dzieci, co jest głównym kryterium. Brak bezpośrednich zajęć z książkami jest drobnym odstępstwem, ale wydarzenie jest nadal bardzo odpowiednie dla użytkownika.","Title: Wesołe spotkania z książką w EKOparku
Date: 06.08.2025 16:30 - 06.08.2025 18:30, 13.08.2025 16:30 - 13.08.2025 18:30, 20.08.2025 16:30 - 20.08.2025 18:30, 27.08.2025 16:30 - 27.08.2025 18:30
Location: Biblioteka Publiczna - Filia ""Gołąbki"", Czerwona Droga 6, 02-495 Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the query about events with books and activities for children in Warsaw in August 2025, with no irrelevant information included.",gpt-4.1-mini,0
Jakie są wydarzenia z zajęciami z książkami i zabawami dla dzieci w Warszawie w sierpniu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Mini Disco dla dzieci

	Date:  Saturday, August 30, 2025 at 05:00 PM

	End Date: Saturday, August 30, 2025 at 08:00 PM

	Price: Wstęp wolny

	Location:  Skwer Sportów Miejskich przy ul. Pełczyńskiego 22H

	Brief Summary: Mini Disco dla dzieci na Bemowie to muzyczna zabawa z tańcami, animacjami i atrakcjami dla najmłodszych, odbywająca się 30 sierpnia 2025 roku.

	More details can be found here: https://bemowo.um.warszawa.pl/-/mini-disco-dla-dzieci

Why this is a good match:
Wydarzenie spełnia większość wymagań użytkownika: jest w Warszawie, w sierpniu 2025, dotyczy zabaw dla dzieci, co jest głównym kryterium. Brak bezpośrednich zajęć z książkami jest drobnym odstępstwem, ale wydarzenie jest nadal bardzo odpowiednie dla użytkownika.","Title: Wesołe spotkania z książką w EKOparku
Date: 06.08.2025 16:30 - 06.08.2025 18:30, 13.08.2025 16:30 - 13.08.2025 18:30, 20.08.2025 16:30 - 20.08.2025 18:30, 27.08.2025 16:30 - 27.08.2025 18:30
Location: Biblioteka Publiczna - Filia ""Gołąbki"", Czerwona Droga 6, 02-495 Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0
Multimedialne wydarzenia związane z odbudową Warszawy w 2025 roku w Warszawie,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Premiera albumu „Budujemy Nowy Dom. Odbudowa Warszawy w l. 1945-1952”

	Date:  Monday, September 01, 2025 at 12:00 AM

	End Date: Tuesday, September 02, 2025 at 12:00 AM

	Location:  Dom Spotkań z Historią

	Brief Summary: Premiera poszerzonego wydania albumu o odbudowie Warszawy po II wojnie światowej, organizowana przez Dom Spotkań z Historią we wrześniu 2025.

	More details can be found here: https://um.warszawa.pl/waw/80-rocznica/-/artykul

Why this is a good match:
Wydarzenie spełnia wszystkie kluczowe kryteria użytkownika: temat odbudowy Warszawy, lokalizacja w Warszawie, data w 2025 roku oraz charakter multimedialny poprzez premierę albumu ze zdjęciami. Dlatego jest to silne dopasowanie.","Title: Cykl multimedialny „Czwartkowe spotkania z odbudową Warszawy""
Date: 01.04.2025 - 19.10.2025
Location: Warszawa",Factual Correctness [GEval],0.31113355750779265,0.5,False,"The actual output includes all required fields (title, date, location), but the title and date do not match exactly with the expected output. The actual title refers to an album premiere, while the expected title is a multimedia series. The actual date is a single day event in September 2025, whereas the expected date spans from April to October 2025. The location in the actual output is 'Dom Spotkań z Historią,' which is in Warsaw, satisfying the location containment requirement, but the mismatch in title and date reduces alignment.",gpt-4.1-mini,0
Multimedialne wydarzenia związane z odbudową Warszawy w 2025 roku w Warszawie,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Premiera albumu „Budujemy Nowy Dom. Odbudowa Warszawy w l. 1945-1952”

	Date:  Monday, September 01, 2025 at 12:00 AM

	End Date: Tuesday, September 02, 2025 at 12:00 AM

	Location:  Dom Spotkań z Historią

	Brief Summary: Premiera poszerzonego wydania albumu o odbudowie Warszawy po II wojnie światowej, organizowana przez Dom Spotkań z Historią we wrześniu 2025.

	More details can be found here: https://um.warszawa.pl/waw/80-rocznica/-/artykul

Why this is a good match:
Wydarzenie spełnia wszystkie kluczowe kryteria użytkownika: temat odbudowy Warszawy, lokalizacja w Warszawie, data w 2025 roku oraz charakter multimedialny poprzez premierę albumu ze zdjęciami. Dlatego jest to silne dopasowanie.","Title: Cykl multimedialny „Czwartkowe spotkania z odbudową Warszawy""
Date: 01.04.2025 - 19.10.2025
Location: Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the input without any irrelevant information, providing a clear and focused answer about multimedia events related to the reconstruction of Warsaw in 2025. Great job maintaining relevance throughout!",gpt-4.1-mini,0
Multimedialne wydarzenia związane z odbudową Warszawy w 2025 roku w Warszawie,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Premiera albumu „Budujemy Nowy Dom. Odbudowa Warszawy w l. 1945-1952”

	Date:  Monday, September 01, 2025 at 12:00 AM

	End Date: Tuesday, September 02, 2025 at 12:00 AM

	Location:  Dom Spotkań z Historią

	Brief Summary: Premiera poszerzonego wydania albumu o odbudowie Warszawy po II wojnie światowej, organizowana przez Dom Spotkań z Historią we wrześniu 2025.

	More details can be found here: https://um.warszawa.pl/waw/80-rocznica/-/artykul

Why this is a good match:
Wydarzenie spełnia wszystkie kluczowe kryteria użytkownika: temat odbudowy Warszawy, lokalizacja w Warszawie, data w 2025 roku oraz charakter multimedialny poprzez premierę albumu ze zdjęciami. Dlatego jest to silne dopasowanie.","Title: Cykl multimedialny „Czwartkowe spotkania z odbudową Warszawy""
Date: 01.04.2025 - 19.10.2025
Location: Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0
